id,time,ppg_signal,heart_rate,avg_temp,max_temp,min_temp,thermal_diff,velocity_mean,velocity_peak,flow_direction
5632,112.63,-0.466,72.4,36.75,37.1,36.61,0.49,0.45,0.61,1
5633,112.65,-0.506,62.4,36.36,37.05,35.92,1.13,0.69,0.92,1
5634,112.67,-0.502,74.8,37.03,37.82,37.03,0.79,0.58,0.73,0
5635,112.69,-0.559,75.1,36.43,36.65,36.37,0.28,0.64,0.88,0
5636,112.71,-0.488,78.6,36.33,36.74,35.57,1.17,0.54,0.75,1
5637,112.73,-0.423,85.1,36.61,37.04,35.9,1.14,0.57,0.71,0
5638,112.75,-0.581,73.1,36.47,37.01,36.18,0.83,0.62,0.84,1
5639,112.77,-0.551,70.7,36.34,36.92,35.74,1.18,0.51,0.75,1
5640,112.79,-0.525,69.2,37.2,37.38,36.59,0.79,0.94,1.16,1
5641,112.81,-0.501,76.0,36.74,37.15,36.25,0.9,0.44,0.67,0
5642,112.83,-0.572,77.4,37.43,37.43,37.05,0.38,0.67,0.78,0
5643,112.85,-0.689,72.3,36.37,36.93,35.84,1.09,0.65,0.96,1
5644,112.87,-0.482,78.9,35.94,36.27,35.379999999999995,0.89,0.71,1.05,0
5645,112.89,-0.516,77.3,36.87,37.03,36.34,0.69,0.22,0.49,0
5646,112.91,-0.644,75.2,37.73,38.2,37.63999999999999,0.56,0.35,0.56,1
5647,112.93,-0.591,70.5,37.07,37.4,36.26,1.14,0.52,0.7,0
5648,112.95,-0.485,72.6,38.41,39.06,37.53,1.53,0.74,0.92,1
5649,112.97,-0.495,62.9,36.97,37.19,36.95,0.24,0.56,0.8,0
5650,112.99,-0.523,76.2,36.92,37.760000000000005,36.42,1.34,0.55,0.8,0
5651,113.01,-0.582,75.1,35.72,36.29,34.91,1.38,0.6,0.77,1
5652,113.03,-0.573,75.9,37.01,37.67,36.41,1.26,0.47,0.67,1
5653,113.05,-0.587,77.5,36.88,37.07,36.28,0.79,0.67,0.93,0
5654,113.07,-0.527,76.9,36.6,37.36,36.49,0.87,0.63,0.82,1
5655,113.09,-0.63,74.4,36.73,36.88999999999999,36.17,0.72,0.68,0.89,0
5656,113.11,-0.63,75.2,36.77,37.13,36.32,0.81,0.83,1.1,1
5657,113.13,-0.543,68.0,36.71,37.37,36.15,1.22,0.57,0.83,0
5658,113.15,-0.598,72.1,37.84,38.34,37.650000000000006,0.69,0.62,0.86,0
5659,113.17,-0.531,75.3,36.61,36.76,36.42,0.34,0.45,0.6,1
5660,113.19,-0.636,71.3,36.88,37.510000000000005,36.510000000000005,1.0,0.41,0.56,0
5661,113.21,-0.609,79.3,36.6,37.07,36.28,0.79,0.6,0.76,0
5662,113.23,-0.655,71.7,37.19,37.51,36.82,0.69,0.62,0.79,0
5663,113.25,-0.612,76.1,36.89,36.98,36.59,0.39,0.7,0.91,1
5664,113.27,-0.689,75.6,36.66,37.15,36.3,0.85,0.69,0.89,0
5665,113.29,-0.643,78.7,35.84,36.21,35.57,0.64,0.64,0.83,0
5666,113.31,-0.693,79.5,36.92,37.35,36.53,0.82,0.85,1.04,1
5667,113.33,-0.59,78.5,36.65,36.73,36.53,0.2,0.55,0.71,0
5668,113.35,-0.592,64.5,36.77,37.09,36.27,0.82,0.57,0.75,0
5669,113.37,-0.718,81.0,36.21,36.71,35.76,0.95,0.64,0.96,1
5670,113.39,-0.567,82.6,37.52,38.3,37.370000000000005,0.93,0.42,0.65,0
5671,113.41,-0.512,72.6,37.23,37.59,36.56,1.03,0.7,0.9,1
5672,113.43,-0.638,76.2,37.52,38.21,37.290000000000006,0.92,0.61,0.73,0
5673,113.45,-0.675,70.5,37.37,37.93,36.73,1.2,0.61,0.76,0
5674,113.47,-0.505,65.3,37.1,37.55,36.63,0.92,0.68,0.88,1
5675,113.49,-0.715,71.3,36.23,36.43,35.629999999999995,0.8,0.66,0.93,1
5676,113.51,-0.651,72.3,37.72,37.93,37.28,0.65,0.66,0.87,1
5677,113.53,-0.647,73.2,36.34,36.86000000000001,35.830000000000005,1.03,0.54,0.75,1
5678,113.55,-0.591,70.2,36.67,36.96,36.07,0.89,0.84,1.1,1
5679,113.57,-0.644,71.3,37.15,37.43,36.37,1.06,0.38,0.53,1
5680,113.59,-0.689,74.9,37.18,37.54,36.57,0.97,0.5,0.77,0
5681,113.61,-0.715,71.1,37.09,37.46,36.6,0.86,0.52,0.7,1
5682,113.63,-0.688,77.7,36.6,37.18,36.47,0.71,0.49,0.75,1
5683,113.65,-0.724,78.4,36.5,36.8,36.58,0.22,0.34,0.62,0
5684,113.67,-0.674,86.9,38.07,38.63,37.7,0.93,0.85,1.0,0
5685,113.69,-0.708,80.6,36.78,37.27,36.52,0.75,0.7,0.9,0
5686,113.71,-0.757,76.2,36.72,36.79,36.46,0.33,0.51,0.75,1
5687,113.73,-0.622,71.9,36.44,36.9,36.06,0.84,0.7,0.89,1
5688,113.75,-0.713,76.5,36.92,36.79,36.39,0.4,0.58,0.77,1
5689,113.77,-0.754,76.6,36.9,37.12,36.62,0.5,0.56,0.74,1
5690,113.79,-0.702,72.4,36.79,37.28,36.21,1.07,0.46,0.57,1
5691,113.81,-0.693,78.9,36.99,37.39,36.580000000000005,0.81,0.6,0.85,0
5692,113.83,-0.787,68.0,37.68,37.73,37.27,0.46,0.51,0.66,0
5693,113.85,-0.686,73.8,36.5,36.68,35.73,0.95,0.45,0.54,0
5694,113.87,-0.758,77.8,36.82,36.7,36.38,0.32,0.74,0.99,0
5695,113.89,-0.623,73.6,36.48,36.61,36.09,0.52,0.48,0.7,1
5696,113.91,-0.685,74.0,36.95,37.470000000000006,36.45,1.02,0.81,0.94,1
5697,113.93,-0.734,74.3,36.52,36.81,35.760000000000005,1.05,0.49,0.74,0
5698,113.95,-0.754,70.8,36.54,36.97,36.15,0.82,0.37,0.6,0
5699,113.97,-0.725,80.9,36.07,36.47,35.58,0.89,0.68,0.88,0
5700,113.99,-0.691,69.9,36.85,37.26,36.47,0.79,0.53,0.71,0
5701,114.01,-0.726,76.6,37.01,37.61,36.63,0.98,0.36,0.55,0
5702,114.03,-0.738,77.1,37.73,38.09,37.43,0.66,0.64,0.85,0
5703,114.05,-0.727,70.3,37.03,37.61,36.74,0.87,0.4,0.56,1
5704,114.07,-0.763,75.4,36.58,36.48,35.84,0.64,0.3,0.56,0
5705,114.09,-0.753,70.5,36.12,36.74,35.83,0.91,0.7,0.93,1
5706,114.11,-0.843,82.0,36.19,36.33,36.1,0.23,0.82,1.01,0
5707,114.13,-0.693,69.3,36.15,36.34,35.72,0.62,0.54,0.83,0
5708,114.15,-0.729,71.7,37.74,38.0,37.14,0.86,0.78,0.96,0
5709,114.17,-0.785,68.9,36.94,37.56,36.29,1.27,0.72,1.0,1
5710,114.19,-0.654,68.2,36.51,36.73,36.35,0.38,0.7,0.91,1
5711,114.21,-0.747,83.0,36.32,36.59,35.7,0.89,0.57,0.81,0
5712,114.23,-0.806,77.7,36.37,36.58,35.559999999999995,1.02,0.51,0.69,1
5713,114.25,-0.714,75.7,36.5,36.95,36.24,0.71,0.65,0.76,1
5714,114.27,-0.74,71.7,37.46,38.01,37.09,0.92,0.7,0.92,1
5715,114.29,-0.743,79.5,36.79,37.53,36.64,0.89,0.41,0.55,0
5716,114.31,-0.786,70.9,36.08,36.96,35.309999999999995,1.65,0.55,0.72,1
5717,114.33,-0.745,79.0,37.96,38.49,37.86,0.63,0.57,0.77,0
5718,114.35,-0.783,70.6,36.23,36.7,35.91,0.79,0.56,0.73,1
5719,114.37,-0.745,71.8,36.5,36.66,35.94,0.72,0.5,0.7,1
5720,114.39,-0.87,78.8,37.46,38.24,37.2,1.04,0.4,0.61,1
5721,114.41,-0.799,79.3,37.01,37.45,36.81,0.64,0.55,0.68,1
5722,114.43,-0.694,78.0,36.57,36.91,36.18,0.73,0.56,0.77,1
5723,114.45,-0.821,69.8,36.18,36.66,35.3,1.36,0.53,0.7,0
5724,114.47,-0.815,72.8,36.32,36.59,35.97,0.62,0.7,0.85,1
5725,114.49,-0.81,75.8,36.35,36.28,35.99,0.29,0.39,0.49,0
5726,114.51,-0.851,70.8,36.8,37.31,36.62,0.69,0.64,0.76,1
5727,114.53,-0.903,81.9,36.9,37.57,36.42,1.15,0.33,0.53,0
5728,114.55,-0.806,63.0,36.73,37.24,36.15,1.09,0.59,0.79,1
5729,114.57,-0.791,71.1,36.78,37.18,36.5,0.68,0.26,0.49,1
5730,114.59,-0.802,72.5,36.27,36.67,35.760000000000005,0.91,0.47,0.76,0
5731,114.61,-0.809,60.8,36.95,37.38,36.67,0.71,0.6,0.87,0
5732,114.63,-0.802,68.0,37.44,37.87,37.42,0.45,0.39,0.64,1
5733,114.65,-0.756,78.1,36.72,37.11,36.23,0.88,0.39,0.65,1
5734,114.67,-0.819,75.2,36.71,37.12,35.9,1.22,0.75,0.96,1
5735,114.69,-0.84,82.9,36.84,37.55,36.68000000000001,0.87,0.36,0.57,1
5736,114.71,-0.828,82.7,37.36,37.85,36.92,0.93,0.58,0.86,1
5737,114.73,-0.787,77.2,36.35,36.77,35.690000000000005,1.08,0.82,1.03,0
5738,114.75,-0.748,76.6,37.53,38.06,37.15,0.91,0.62,0.83,1
5739,114.77,-0.852,75.3,37.01,37.54,36.9,0.64,0.6,0.86,0
5740,114.79,-0.818,61.7,36.81,37.400000000000006,36.400000000000006,1.0,0.49,0.68,1
5741,114.81,-0.808,68.0,37.41,37.66,36.71,0.95,0.49,0.68,0
5742,114.83,-0.877,75.5,36.21,36.51,35.910000000000004,0.6,0.57,0.7,0
5743,114.85,-0.829,78.1,37.06,37.3,36.61,0.69,0.3,0.48,1
5744,114.87,-0.905,76.4,37.02,37.57,36.830000000000005,0.74,0.75,0.93,1
5745,114.89,-0.923,70.5,36.33,36.87,35.95,0.92,0.63,0.82,1
5746,114.91,-0.818,79.7,37.03,37.18,36.55,0.63,0.34,0.58,1
5747,114.93,-0.858,82.4,36.94,37.42,36.51,0.91,0.75,0.9,0
5748,114.95,-0.831,79.7,36.71,37.38,36.4,0.98,0.7,0.97,0
5749,114.97,-0.844,79.9,37.23,37.58,36.74,0.84,0.67,0.77,0
5750,114.99,-0.894,72.2,36.51,36.97,35.98,0.99,0.94,1.17,1
5751,115.01,-0.85,80.4,36.94,37.49,36.39,1.1,0.61,0.85,0
5752,115.03,-0.911,75.7,36.73,36.87,36.38999999999999,0.48,0.83,1.06,0
5753,115.05,-0.782,77.6,36.49,36.92,36.21,0.71,0.6,0.85,1
5754,115.07,-0.921,76.8,37.05,37.7,36.26,1.44,0.67,0.86,1
5755,115.09,-0.865,74.4,36.7,36.98,36.27,0.71,0.52,0.78,1
5756,115.11,-0.91,70.7,36.06,36.63,35.71,0.92,0.32,0.49,1
5757,115.13,-0.831,74.6,35.9,36.31,35.8,0.51,0.33,0.5,0
5758,115.15,-0.878,79.9,37.19,37.46,36.98,0.48,0.59,0.89,0
5759,115.17,-0.89,72.8,36.19,36.57,35.919999999999995,0.65,0.56,0.77,1
5760,115.19,-0.823,79.5,36.94,37.23,36.45,0.78,0.42,0.67,1
5761,115.21,-0.866,78.7,36.83,37.05,36.5,0.55,0.56,0.78,0
5762,115.23,-0.844,73.5,36.62,36.97,36.22,0.75,0.67,0.91,1
5763,115.25,-0.921,81.9,37.78,38.19,37.67,0.52,0.79,0.89,1
5764,115.27,-0.944,73.2,36.89,37.26,36.21,1.05,0.5,0.72,0
5765,115.29,-0.87,82.5,37.18,37.53,36.93,0.6,0.66,0.86,0
5766,115.31,-0.894,77.2,36.94,37.39,36.49,0.9,0.86,1.11,0
5767,115.33,-0.848,74.9,36.68,37.19,36.39,0.8,0.71,0.87,0
5768,115.35,-0.885,70.6,36.79,36.96,36.45,0.51,0.48,0.74,0
5769,115.37,-0.873,74.6,37.53,37.88,37.29,0.59,0.62,0.76,0
5770,115.39,-0.966,74.0,37.34,37.35,36.88,0.47,0.63,0.81,0
5771,115.41,-0.793,68.7,37.78,38.15,37.58,0.57,0.7,0.82,1
5772,115.43,-0.897,73.9,36.91,37.34,36.45,0.89,0.61,0.76,1
5773,115.45,-0.856,71.0,36.36,36.87,35.98,0.89,0.67,0.87,0
5774,115.47,-0.934,77.9,36.58,37.01,36.05,0.96,0.75,1.02,0
5775,115.49,-0.879,81.5,36.21,36.72,35.660000000000004,1.06,0.44,0.64,0
5776,115.51,-0.961,68.9,37.18,37.59,36.84,0.75,0.4,0.54,0
5777,115.53,-0.875,83.6,36.51,36.77,36.04,0.73,0.69,0.78,1
5778,115.55,-0.917,74.4,35.27,35.45,34.96,0.49,0.58,0.81,0
5779,115.57,-0.9,70.1,38.03,38.38,37.370000000000005,1.01,0.73,0.9,1
5780,115.59,-0.868,78.8,36.51,36.76,36.18,0.58,0.76,0.93,0
5781,115.61,-0.966,72.8,36.51,36.89,36.15,0.74,0.32,0.57,0
5782,115.63,-0.941,74.6,37.64,37.94,37.33,0.61,0.47,0.66,0
5783,115.65,-0.885,73.0,36.2,36.68,35.95,0.73,0.58,0.77,1
5784,115.67,-0.805,70.9,37.37,37.78,36.56,1.22,0.45,0.66,1
5785,115.69,-0.918,78.6,36.51,37.0,36.01,0.99,0.53,0.8,1
5786,115.71,-0.884,73.6,36.14,36.63,35.730000000000004,0.9,0.41,0.62,0
5787,115.73,-0.92,67.8,37.65,38.01,37.35,0.66,0.53,0.62,1
5788,115.75,-0.819,77.8,37.26,37.64,36.64,1.0,0.46,0.62,0
5789,115.77,-1.005,69.0,37.26,37.76,36.97,0.79,0.65,0.84,1
5790,115.79,-0.915,69.2,36.98,37.87,36.56,1.31,0.74,0.98,0
5791,115.81,-1.002,81.0,37.1,37.3,36.26,1.04,0.66,0.8,0
5792,115.83,-1.048,69.0,36.18,36.59,35.97,0.62,0.99,1.2,0
5793,115.85,-0.909,63.4,36.86,37.02,36.35,0.67,0.74,0.94,1
5794,115.87,-0.919,78.1,36.34,36.74,35.88,0.86,0.74,0.99,1
5795,115.89,-0.941,73.5,36.11,36.38,35.6,0.78,0.59,0.74,1
5796,115.91,-0.934,73.9,37.01,37.39,36.67,0.72,0.55,0.76,0
5797,115.93,-0.775,73.4,37.38,37.81,37.1,0.71,0.79,1.07,1
5798,115.95,-0.945,76.2,36.61,36.91,36.16,0.75,0.56,0.8,1
5799,115.97,-0.908,71.2,36.69,36.73,36.38,0.35,0.61,0.84,0
5800,115.99,-0.967,82.4,36.23,36.92,36.3,0.62,0.57,0.75,1
5801,116.01,-0.921,67.6,36.8,37.37,36.56,0.81,0.68,0.89,1
5802,116.03,-0.949,77.2,37.18,37.55,36.84,0.71,0.73,0.92,0
5803,116.05,-0.959,78.2,37.2,37.42,37.02,0.4,0.76,1.0,1
5804,116.07,-0.849,71.2,37.07,37.49,36.64,0.85,0.55,0.78,1
5805,116.09,-0.883,69.9,36.49,36.96,36.24,0.72,0.63,0.8,1
5806,116.11,-0.936,80.1,36.47,37.02,36.08,0.94,0.65,0.94,1
5807,116.13,-1.059,70.0,37.2,37.77,36.370000000000005,1.4,0.82,1.08,0
5808,116.15,-0.963,72.0,37.21,37.82,36.56,1.26,0.33,0.49,1
5809,116.17,-0.812,79.4,36.71,36.76,36.19,0.57,0.6,0.78,1
5810,116.19,-0.96,75.2,36.59,36.93000000000001,35.830000000000005,1.1,0.5,0.69,1
5811,116.21,-0.894,66.0,37.38,37.98,36.99,0.99,0.52,0.76,0
5812,116.23,-0.878,83.7,36.62,36.84,36.23,0.61,0.47,0.63,0
5813,116.25,-0.941,72.3,37.17,37.81,36.98,0.83,0.68,0.85,0
5814,116.27,-0.995,73.0,36.73,37.49,36.07,1.42,0.23,0.47,0
5815,116.29,-1.076,76.3,36.28,36.92,35.49,1.43,0.58,0.81,0
5816,116.31,-0.921,78.1,37.61,38.14,37.03,1.11,0.33,0.43,0
5817,116.33,-0.997,84.8,36.86,37.17,36.18,0.99,0.5,0.73,1
5818,116.35,-0.949,66.7,36.44,36.9,36.59,0.31,0.57,0.7,1
5819,116.37,-1.021,79.1,36.1,36.23,35.230000000000004,1.0,0.54,0.71,0
5820,116.39,-0.973,78.7,36.15,36.39,35.77,0.62,0.7,0.88,0
5821,116.41,-0.959,74.3,36.61,36.87,35.74,1.13,0.79,0.97,1
5822,116.43,-0.949,78.9,37.76,38.17,37.01,1.16,0.89,1.06,0
5823,116.45,-1.019,79.7,36.51,36.83,35.96,0.87,0.6,0.75,1
5824,116.47,-0.904,68.1,37.52,37.970000000000006,37.190000000000005,0.78,0.77,1.0,0
5825,116.49,-0.995,83.7,36.73,37.31,36.3,1.01,0.82,0.94,1
5826,116.51,-1.05,67.2,36.21,36.47,36.19,0.28,0.53,0.7,1
5827,116.53,-0.973,69.3,36.56,36.99,35.97,1.02,0.78,1.02,1
5828,116.55,-0.967,73.7,36.16,36.48,36.27,0.21,0.27,0.49,0
5829,116.57,-0.961,84.6,36.37,36.81,36.03,0.78,0.64,0.77,1
5830,116.59,-0.902,73.5,36.36,36.9,35.65,1.25,0.84,0.94,1
5831,116.61,-0.983,74.8,35.85,36.43,35.31,1.12,0.61,0.76,1
5832,116.63,-0.978,82.2,37.56,38.09,37.47,0.62,0.57,0.66,0
5833,116.65,-1.028,73.5,36.91,37.38999999999999,36.78,0.61,0.57,0.77,1
5834,116.67,-0.933,69.1,36.46,36.58,36.18,0.4,0.82,1.0,1
5835,116.69,-0.966,72.9,36.91,37.09,36.49,0.6,0.36,0.54,1
5836,116.71,-0.997,81.9,36.38,36.620000000000005,35.800000000000004,0.82,0.54,0.77,0
5837,116.73,-1.072,75.4,35.46,35.93,34.94,0.99,0.73,0.97,0
5838,116.75,-0.905,84.7,38.28,38.42,38.09,0.33,0.65,0.86,0
5839,116.77,-1.04,78.7,36.89,37.36,36.37,0.99,0.78,0.97,0
5840,116.79,-1.009,71.8,36.51,36.96,35.96,1.0,0.7,0.86,1
5841,116.81,-0.962,75.3,35.83,35.84,35.33,0.51,0.53,0.71,1
5842,116.83,-1.041,70.7,36.05,36.23,35.15,1.08,0.69,0.9,0
5843,116.85,-1.056,71.7,37.63,38.24,37.080000000000005,1.16,0.4,0.65,0
5844,116.87,-1.089,97.4,37.55,38.09,36.96,1.13,0.3,0.43,1
5845,116.89,-0.947,80.1,37.18,37.41,36.4,1.01,0.51,0.65,1
5846,116.91,-1.011,79.3,36.24,36.43,35.67,0.76,0.61,0.81,0
5847,116.93,-0.838,71.9,37.55,37.46,37.26,0.2,0.48,0.57,0
5848,116.95,-1.035,82.8,37.02,37.71,36.370000000000005,1.34,0.63,0.84,1
5849,116.97,-1.032,80.5,37.13,37.54,36.81,0.73,0.61,0.86,1
5850,116.99,-1.015,84.4,37.02,37.8,36.82,0.98,0.32,0.64,1
5851,117.01,-0.975,84.2,36.05,36.41,35.83,0.58,0.52,0.72,1
5852,117.03,-1.011,67.6,36.2,36.66,35.550000000000004,1.11,0.74,0.98,1
5853,117.05,-0.958,69.5,36.54,37.12,36.02,1.1,0.67,0.87,1
5854,117.07,-1.038,70.0,37.12,37.85,36.51,1.34,0.5,0.78,0
5855,117.09,-1.059,70.3,36.11,36.61,35.58,1.03,0.69,0.87,1
5856,117.11,-1.08,76.6,36.71,37.11,36.27,0.84,0.86,1.08,1
5857,117.13,-1.102,72.2,36.71,37.12,36.25,0.87,0.54,0.77,1
5858,117.15,-1.017,85.4,37.2,37.39,36.68,0.71,0.71,0.93,0
5859,117.17,-1.007,84.5,37.14,37.46,36.86,0.6,0.69,0.85,0
5860,117.19,-1.024,75.0,36.29,36.7,36.15,0.55,0.53,0.66,0
5861,117.21,-0.931,84.8,37.52,38.2,37.220000000000006,0.98,0.43,0.68,0
5862,117.23,-0.932,82.4,36.22,36.53,35.71,0.82,0.85,1.06,1
5863,117.25,-1.01,72.7,37.35,37.96,37.08,0.88,0.76,0.96,0
5864,117.27,-1.084,65.0,36.52,36.900000000000006,35.690000000000005,1.21,0.56,0.8,0
5865,117.29,-1.023,73.9,36.88,37.53,36.39,1.14,0.78,1.02,0
5866,117.31,-1.025,71.8,36.91,37.45,36.49,0.96,0.68,0.9,0
5867,117.33,-1.028,76.0,36.9,37.42,36.62,0.8,0.78,1.01,1
5868,117.35,-1.031,75.4,37.14,37.74,36.56,1.18,0.33,0.5,1
5869,117.37,-1.029,75.3,37.0,37.57,36.84,0.73,0.54,0.77,1
5870,117.39,-1.016,77.6,37.19,37.8,36.73,1.07,0.84,0.96,1
5871,117.41,-1.029,68.9,37.03,37.86,36.72,1.14,1.0,1.2,0
5872,117.43,-0.987,77.1,36.17,36.89,35.75,1.14,0.54,0.78,0
5873,117.45,-0.979,72.8,36.93,37.42,36.43,0.99,0.54,0.7,0
5874,117.47,-1.043,76.0,36.52,36.830000000000005,36.35,0.48,0.7,0.91,0
5875,117.49,-0.934,79.8,36.25,36.72,36.18,0.54,0.65,0.87,1
5876,117.51,-1.047,68.9,36.66,36.67,36.45,0.22,0.68,0.84,0
5877,117.53,-1.079,73.6,36.89,37.46,36.31,1.15,0.28,0.54,0
5878,117.55,-0.98,74.4,36.92,37.11,36.45,0.66,0.56,0.78,0
5879,117.57,-1.04,72.4,37.33,37.95,37.01,0.94,0.72,0.84,1
5880,117.59,-0.983,79.5,37.45,38.25,36.66,1.59,0.25,0.45,1
5881,117.61,-1.119,71.4,36.97,37.08,36.31,0.77,0.36,0.63,1
5882,117.63,-0.93,72.2,37.06,37.45,36.45,1.0,0.33,0.53,1
5883,117.65,-0.966,71.5,36.85,37.04,36.59,0.45,0.7,0.87,1
5884,117.67,-1.075,80.5,37.18,37.23,36.57,0.66,0.46,0.63,1
5885,117.69,-1.074,72.5,37.04,37.42,36.57,0.85,0.42,0.61,0
5886,117.71,-0.916,77.3,36.77,37.3,36.510000000000005,0.79,0.61,0.75,1
5887,117.73,-1.037,84.9,37.88,38.43,37.5,0.93,0.41,0.68,1
5888,117.75,-1.042,74.6,36.53,36.96,36.34,0.62,0.67,0.92,0
5889,117.77,-1.113,80.6,37.53,37.6,37.27,0.33,0.96,1.21,0
5890,117.79,-1.018,83.4,36.12,36.54,35.95,0.59,0.54,0.66,0
5891,117.81,-1.011,80.1,37.21,37.31,36.62,0.69,0.31,0.52,0
5892,117.83,-0.964,74.9,37.52,37.63,37.13,0.5,0.53,0.78,0
5893,117.85,-1.07,78.2,35.85,36.05,35.64,0.41,0.67,0.82,0
5894,117.87,-1.076,68.6,36.87,37.48,36.37,1.11,0.66,0.86,1
5895,117.89,-0.977,71.1,37.16,37.67,36.76,0.91,0.73,0.88,1
5896,117.91,-0.949,72.0,36.93,37.39,36.32,1.07,0.51,0.75,1
5897,117.93,-1.078,86.2,36.99,37.22,36.56,0.66,0.56,0.75,1
5898,117.95,-0.946,70.9,36.87,37.19,36.76,0.43,0.23,0.43,0
5899,117.97,-0.998,70.9,36.25,36.38,35.95,0.43,0.69,0.83,1
5900,117.99,-0.945,69.8,37.98,38.65,37.81,0.84,0.4,0.68,1
5901,118.01,-1.003,77.8,36.55,37.39,36.04,1.35,0.63,0.83,1
5902,118.03,-1.125,75.7,37.02,37.53,36.400000000000006,1.13,0.47,0.71,0
5903,118.05,-1.006,80.4,36.48,37.03,36.38999999999999,0.64,0.59,0.81,1
5904,118.07,-0.946,78.4,35.66,36.03,35.279999999999994,0.75,0.74,0.89,0
5905,118.09,-1.043,68.1,36.34,36.42,35.71,0.71,0.53,0.65,1
5906,118.11,-1.018,71.0,36.08,36.31,35.989999999999995,0.32,0.49,0.68,0
5907,118.13,-1.007,81.8,37.35,37.66,37.04,0.62,0.6,0.86,1
5908,118.15,-1.143,74.0,36.5,36.82,36.1,0.72,0.5,0.6,1
5909,118.17,-0.914,80.9,36.54,36.82,35.93,0.89,0.46,0.76,1
5910,118.19,-1.042,74.3,36.27,36.68,35.760000000000005,0.92,0.88,1.12,1
5911,118.21,-0.972,70.2,36.85,37.08,36.3,0.78,0.32,0.53,0
5912,118.23,-1.001,73.5,36.44,37.27,35.919999999999995,1.35,0.7,0.89,0
5913,118.25,-0.933,70.2,37.3,37.43,36.97,0.46,0.58,0.82,0
5914,118.27,-0.975,72.2,36.95,37.53,36.220000000000006,1.31,0.48,0.62,0
5915,118.29,-1.007,76.0,36.51,36.86,36.24,0.62,0.65,0.87,1
5916,118.31,-1.04,77.6,37.23,37.72,37.38999999999999,0.33,0.61,0.83,1
5917,118.33,-0.955,67.0,36.8,37.3,36.76,0.54,0.8,1.09,1
5918,118.35,-1.088,74.9,36.81,37.24,36.43,0.81,0.43,0.61,0
5919,118.37,-0.961,72.1,36.07,36.24,35.74,0.5,0.52,0.72,0
5920,118.39,-1.048,71.8,36.76,37.09,36.47,0.62,0.75,0.95,0
5921,118.41,-0.93,75.7,36.96,37.39,36.53,0.86,0.57,0.74,0
5922,118.43,-0.984,72.2,37.47,37.89,36.83,1.06,0.68,0.95,0
5923,118.45,-0.96,81.9,36.42,36.620000000000005,35.93,0.69,0.78,0.93,1
5924,118.47,-0.987,80.9,37.94,38.6,37.41,1.19,0.68,0.8,0
5925,118.49,-1.078,80.9,37.08,36.98,36.9,0.08,0.51,0.72,1
5926,118.51,-1.033,72.5,36.04,36.39,35.74,0.65,0.55,0.71,1
5927,118.53,-0.956,70.2,36.38,36.6,35.84,0.76,0.78,0.99,1
5928,118.55,-0.981,75.4,37.51,37.95,37.09,0.86,0.62,0.85,1
5929,118.57,-0.929,74.2,37.42,38.02,36.92,1.1,0.57,0.78,0
5930,118.59,-0.968,72.0,36.81,36.93,36.29,0.64,0.66,0.86,1
5931,118.61,-1.036,69.1,36.87,37.74,36.44,1.3,0.41,0.51,1
5932,118.63,-1.026,74.8,36.22,36.66,35.5,1.16,0.56,0.79,0
5933,118.65,-0.981,73.0,37.46,37.94,37.17,0.77,0.59,0.8,1
5934,118.67,-1.101,78.4,36.31,36.42,36.07,0.35,0.59,0.88,1
5935,118.69,-0.901,78.3,37.22,37.61,37.17,0.44,0.54,0.8,0
5936,118.71,-0.962,80.5,37.48,38.07,36.93,1.14,0.55,0.68,1
5937,118.73,-0.922,68.7,36.82,37.26,36.53,0.73,0.58,0.83,1
5938,118.75,-1.061,77.0,37.28,37.71,36.63,1.08,0.82,0.96,0
5939,118.77,-0.919,71.4,37.72,38.11,37.27,0.84,0.27,0.51,1
5940,118.79,-0.869,68.9,36.93,37.05,36.6,0.45,0.7,0.97,0
5941,118.81,-1.046,72.9,36.71,36.83,36.52,0.31,0.59,0.88,1
5942,118.83,-0.941,80.3,36.77,37.400000000000006,36.2,1.2,0.59,0.77,0
5943,118.85,-0.978,73.1,36.43,37.01,36.04,0.97,0.54,0.78,0
5944,118.87,-1.055,82.8,36.42,37.03,35.97,1.06,0.68,0.93,1
5945,118.89,-0.952,77.7,37.02,37.260000000000005,36.5,0.76,0.74,0.96,1
5946,118.91,-0.934,73.0,36.72,37.09,36.27,0.82,0.32,0.44,1
5947,118.93,-1.005,80.8,36.96,37.61,36.73,0.88,0.91,1.12,0
5948,118.95,-0.916,77.2,36.06,36.21,35.56,0.65,0.62,0.85,1
5949,118.97,-1.057,70.3,36.75,37.38,36.19,1.19,0.62,0.82,1
5950,118.99,-1.047,84.3,37.32,37.6,36.85,0.75,0.39,0.55,1
5951,119.01,-0.964,76.3,36.24,36.47,35.71,0.76,0.51,0.7,0
5952,119.03,-0.969,75.1,36.81,37.2,36.260000000000005,0.94,0.8,1.05,1
5953,119.05,-1.005,70.7,35.87,36.05,35.55,0.5,0.61,0.83,0
5954,119.07,-0.928,80.9,36.15,36.17,35.84,0.33,0.66,0.88,0
5955,119.09,-0.941,77.6,37.2,37.620000000000005,36.35,1.27,0.53,0.72,1
5956,119.11,-0.923,78.1,36.65,37.16,35.98,1.18,0.9,1.12,0
5957,119.13,-0.971,72.5,37.71,38.35,37.32,1.03,0.58,0.67,1
